App,TestClass,TestFilePath,ProductionFilePath,RelativeTestFilePath,RelativeProductionFilePath,NumberOfMethods,Assertion Roulette,Conditional Test Logic,Constructor Initialization,Default Test,EmptyTest,Exception Catching Throwing,General Fixture,Mystery Guest,Print Statement,Redundant Assertion,Sensitive Equality,Verbose Test,Sleepy Test,Eager Test,Lazy Test,Duplicate Assert,Unknown Test,IgnoredTest,Resource Optimism,Magic Number Test,Dependent Test
apache/nifi,TestXMLReader_aa6f6dd61d9c913549fa637905e2599bf36b9c80.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\TestXMLReader_aa6f6dd61d9c913549fa637905e2599bf36b9c80.java,,,,12,2,0,0,0,0,11,0,0,0,0,0,0,0,,,0,0,0,0,11,0
apache/opennlp,NgramLanguageModelTest_57c685eef695a8b951ada343c3914104963445c8.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\NgramLanguageModelTest_57c685eef695a8b951ada343c3914104963445c8.java,,,,8,5,2,0,0,0,2,0,0,0,0,0,0,0,,,1,0,0,0,8,0
apache/opennlp,NaiveBayesSerializedCorrectnessTest_57c685eef695a8b951ada343c3914104963445c8.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\NaiveBayesSerializedCorrectnessTest_57c685eef695a8b951ada343c3914104963445c8.java,,,,9,0,0,0,0,0,5,0,0,1,0,1,0,0,,,0,4,1,0,5,0
apache/pinot,LoggerUtilsTest_e225528786d9ecab654cc0e1d01296d72ed1c5a5.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\LoggerUtilsTest_e225528786d9ecab654cc0e1d01296d72ed1c5a5.java,,,,5,4,1,0,0,0,1,0,0,0,0,0,0,0,,,2,0,0,0,4,0
apache/pinot,URIUtilsTest_8cb4cef68b4ad05ac5db3eaba08804f8070053fb.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\URIUtilsTest_8cb4cef68b4ad05ac5db3eaba08804f8070053fb.java,,,,5,4,1,0,0,0,0,0,0,0,0,2,0,0,,,0,0,0,0,5,0
apache/pinot,PluginManagerTest_ab223582a96019c494be2ef36e92f4991b0de3a0.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\PluginManagerTest_ab223582a96019c494be2ef36e92f4991b0de3a0.java,,,,5,3,2,0,0,0,2,0,1,0,0,0,0,0,,,1,0,0,2,3,0
apache/pulsar,AvroSchemaTest_45e4f4a62754abdff02f184d46a31baed65888d5.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\AvroSchemaTest_45e4f4a62754abdff02f184d46a31baed65888d5.java,,,,8,8,2,0,0,0,2,0,0,0,0,0,0,0,,,0,0,0,0,8,0
apache/pulsar,JSONSchemaTest_c3292a611c9cbf2b17c96c5317d8f20247eb1f41.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\JSONSchemaTest_c3292a611c9cbf2b17c96c5317d8f20247eb1f41.java,,,,11,9,2,0,0,0,1,0,0,0,0,0,0,0,,,2,0,0,0,11,0
apache/pulsar,KeyValueSchemaInfoTest_c3292a611c9cbf2b17c96c5317d8f20247eb1f41.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\KeyValueSchemaInfoTest_c3292a611c9cbf2b17c96c5317d8f20247eb1f41.java,,,,6,4,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,5,0
apache/rocketmq,FilterAPITest_95202f1e6ffcd384b6aaefa5b4271b122d2eec21.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\FilterAPITest_95202f1e6ffcd384b6aaefa5b4271b122d2eec21.java,,,,4,3,1,0,0,0,4,0,0,0,0,0,0,0,,,1,0,0,0,4,0
apache/rocketmq-dashboard,TopicControllerTest_ea8834bacd895236633df136b55111b33b43bde6.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\TopicControllerTest_ea8834bacd895236633df136b55111b33b43bde6.java,,,,12,0,0,0,0,0,10,0,0,0,0,0,0,0,,,0,9,0,0,10,0
apache/servicecomb-java-chassis,TestRestClientRequestImpl_94a672f6d1f27455db8d6bf4100a2daf1c397897.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\TestRestClientRequestImpl_94a672f6d1f27455db8d6bf4100a2daf1c397897.java,,,,10,2,0,0,0,0,2,0,0,0,0,4,0,0,,,0,0,0,0,8,0
apache/servicecomb-java-chassis,RestServerCodecFilterTest_94a672f6d1f27455db8d6bf4100a2daf1c397897.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\RestServerCodecFilterTest_94a672f6d1f27455db8d6bf4100a2daf1c397897.java,,,,10,1,0,0,0,0,4,3,0,0,0,0,0,0,,,0,4,0,0,5,0
apache/servicecomb-java-chassis,RestProducerInvocationCreatorTest_94a672f6d1f27455db8d6bf4100a2daf1c397897.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\RestProducerInvocationCreatorTest_94a672f6d1f27455db8d6bf4100a2daf1c397897.java,,,,8,2,0,0,0,0,0,5,0,0,0,0,0,0,,,0,1,0,0,5,0
apache/servicecomb-java-chassis,TestInvocation_94a672f6d1f27455db8d6bf4100a2daf1c397897.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\TestInvocation_94a672f6d1f27455db8d6bf4100a2daf1c397897.java,,,,19,10,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,16,0
apache/servicecomb-java-chassis,TestAbstractHttpServletRequest_f37cdb10d1aa35d14469b7613f99b23348ae5851.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\TestAbstractHttpServletRequest_f37cdb10d1aa35d14469b7613f99b23348ae5851.java,,,,67,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,66,0
apache/servicecomb-java-chassis,TestStandardHttpServletRequestEx_f37cdb10d1aa35d14469b7613f99b23348ae5851.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\TestStandardHttpServletRequestEx_f37cdb10d1aa35d14469b7613f99b23348ae5851.java,,,,7,5,0,0,0,0,3,0,0,0,0,1,0,0,,,0,0,0,0,6,0
apache/servicecomb-java-chassis,TestVertxServerRequestToHttpServletRequest_f37cdb10d1aa35d14469b7613f99b23348ae5851.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\TestVertxServerRequestToHttpServletRequest_f37cdb10d1aa35d14469b7613f99b23348ae5851.java,,,,33,6,1,0,0,0,2,31,0,0,0,0,0,0,,,1,0,0,0,31,0
apache/servicecomb-java-chassis,ServiceCenterClientTest_8a7f6b241cb86fb6fa61f43c72379b3021b601c8.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\ServiceCenterClientTest_8a7f6b241cb86fb6fa61f43c72379b3021b601c8.java,,,,15,11,0,0,0,0,15,0,15,0,0,0,0,0,,,0,2,0,0,15,0
apache/servicecomb-java-chassis,TestOperationGenerator_5f02b0a33b51dcc93fe96c833311cc0fc8d444e7.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\TestOperationGenerator_5f02b0a33b51dcc93fe96c833311cc0fc8d444e7.java,,,,5,4,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,4,0
apache/shardingsphere,ParseDistSQLHandlerTest_8e5241c05cba9ca5c40772ab99c80a034bc295db.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\ParseDistSQLHandlerTest_8e5241c05cba9ca5c40772ab99c80a034bc295db.java,,,,4,2,0,0,0,0,3,0,0,0,0,0,0,0,,,0,0,0,0,3,0
apache/shardingsphere-elasticjob,FailoverServiceTest_23a2ab50e95198c43d2c3ff99acb43604849752d.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\FailoverServiceTest_23a2ab50e95198c43d2c3ff99acb43604849752d.java,,,,15,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,10,0,0,14,0
apache/shardingsphere-elasticjob,ShutdownListenerManagerTest_23a2ab50e95198c43d2c3ff99acb43604849752d.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\ShutdownListenerManagerTest_23a2ab50e95198c43d2c3ff99acb43604849752d.java,,,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,7,0,0,7,0
apache/shardingsphere-elasticjob,TriggerListenerManagerTest_4b9afa40d3fcf1673f85694c9d690dd71f76c898.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\TriggerListenerManagerTest_4b9afa40d3fcf1673f85694c9d690dd71f76c898.java,,,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,7,0,0,7,0
apache/shardingsphere-elasticjob,JobRegistryTest_4b9afa40d3fcf1673f85694c9d690dd71f76c898.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\JobRegistryTest_4b9afa40d3fcf1673f85694c9d690dd71f76c898.java,,,,11,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,1,0,0,11,0
apache/shardingsphere-elasticjob,ShardingListenerManagerTest_23a2ab50e95198c43d2c3ff99acb43604849752d.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\ShardingListenerManagerTest_23a2ab50e95198c43d2c3ff99acb43604849752d.java,,,,11,0,0,0,0,0,1,0,0,0,0,0,0,0,,,0,10,0,0,10,0
apache/shardingsphere-elasticjob,ZookeeperRegistryCenterModifyTest_90e3a7fb1bbb5368c7cc398fcebad7291214f6a6.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\ZookeeperRegistryCenterModifyTest_90e3a7fb1bbb5368c7cc398fcebad7291214f6a6.java,,,,8,4,2,0,0,0,3,0,0,0,0,0,0,0,,,1,0,0,0,6,0
apache/shenyu,ShenyuClientRegisterDivideServiceImplTest_6bfb86bd0bd20ace326fc495959c040450175eb3.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\ShenyuClientRegisterDivideServiceImplTest_6bfb86bd0bd20ace326fc495959c040450175eb3.java,,,,7,1,0,0,0,0,1,0,0,0,0,0,0,0,,,1,1,0,0,6,0
apache/shenyu,ShenyuClientRegisterDubboServiceImplTest_02696b41e6865540a982b4a8fca84c825825b74a.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\ShenyuClientRegisterDubboServiceImplTest_02696b41e6865540a982b4a8fca84c825825b74a.java,,,,7,1,0,0,0,0,1,0,0,0,0,0,0,0,,,1,1,0,0,6,0
apache/shenyu,ShenyuClientRegisterGrpcServiceImplTest_02696b41e6865540a982b4a8fca84c825825b74a.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\ShenyuClientRegisterGrpcServiceImplTest_02696b41e6865540a982b4a8fca84c825825b74a.java,,,,7,1,0,0,0,0,1,0,0,0,0,0,0,0,,,1,1,0,0,6,0
apache/shenyu,ShenyuClientRegisterSofaServiceImplTest_02696b41e6865540a982b4a8fca84c825825b74a.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\ShenyuClientRegisterSofaServiceImplTest_02696b41e6865540a982b4a8fca84c825825b74a.java,,,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,1,0,0,5,0
apache/shenyu,ShenyuClientRegisterSpringCloudServiceImplTest_02696b41e6865540a982b4a8fca84c825825b74a.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\ShenyuClientRegisterSpringCloudServiceImplTest_02696b41e6865540a982b4a8fca84c825825b74a.java,,,,6,1,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,0,5,0
apache/shenyu,ShenyuClientRegisterTarsServiceImplTest_02696b41e6865540a982b4a8fca84c825825b74a.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\ShenyuClientRegisterTarsServiceImplTest_02696b41e6865540a982b4a8fca84c825825b74a.java,,,,7,1,0,0,0,0,1,0,0,0,0,0,0,0,,,1,1,0,0,6,0
apache/skywalking-java,ConfigInitializerTest_a4c3c85258a7ebac11e95c6d4592822aa5661327.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\ConfigInitializerTest_a4c3c85258a7ebac11e95c6d4592822aa5661327.java,,,,3,1,0,0,0,0,2,0,0,0,0,1,0,0,,,0,0,0,0,2,0
Apache/Struts,SMDMethodInterfaceTest_8346becce3bdbb4f447971a9bc8d69711449640c.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\SMDMethodInterfaceTest_8346becce3bdbb4f447971a9bc8d69711449640c.java,,,,3,3,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,3,0
Apache/Struts,Jsr168DispatcherTest_fef6193d41d00891b68b3304689b40d1e0d3ee59.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\Jsr168DispatcherTest_fef6193d41d00891b68b3304689b40d1e0d3ee59.java,,,,10,1,0,0,0,0,3,0,0,0,0,0,0,0,,,0,0,0,0,4,0
Apache/Struts,Jsr286DispatcherTest_fef6193d41d00891b68b3304689b40d1e0d3ee59.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\Jsr286DispatcherTest_fef6193d41d00891b68b3304689b40d1e0d3ee59.java,,,,10,1,0,0,0,0,3,0,0,0,0,0,0,0,,,0,0,0,0,4,0
Apache/Struts,JacksonXmlHandlerTest_fe3b78e7f155f547384bdf3bf8744d6785517618.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\JacksonXmlHandlerTest_fe3b78e7f155f547384bdf3bf8744d6785517618.java,,,,3,1,0,0,0,0,2,0,0,0,0,1,0,0,,,0,0,0,0,2,0
Apache/Struts,FreemarkerResultMockedTest_f46104fa210a38243b2fe2914c3ea88553c2b313.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\FreemarkerResultMockedTest_f46104fa210a38243b2fe2914c3ea88553c2b313.java,,,,9,2,0,0,0,0,7,0,7,0,0,5,0,0,,,0,0,0,7,7,0
apache/tika,TestMetadata_118f5e0c90ea0078f5e33755307e4399a6d2a6ae.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\TestMetadata_118f5e0c90ea0078f5e33755307e4399a6d2a6ae.java,,,,18,12,1,0,0,0,4,0,0,0,0,2,0,0,,,10,1,0,0,18,0
apolloconfig/apollo,ReleaseControllerTest_a882f3e8a0fec0e36d2cfcbc1ca44f0818d7b1cd.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\ReleaseControllerTest_a882f3e8a0fec0e36d2cfcbc1ca44f0818d7b1cd.java,,,,2,1,0,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,0,2,0
apolloconfig/apollo,JpaMapFieldJsonConverterTest_d849c02f1089007ba740c3ae18381679669392cb.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\JpaMapFieldJsonConverterTest_d849c02f1089007ba740c3ae18381679669392cb.java,,,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0
apolloconfig/apollo,NamespaceBranchServiceTest_75ae5cc8ca41c5f177cd9c8e044a9425ba40ad39.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\NamespaceBranchServiceTest_75ae5cc8ca41c5f177cd9c8e044a9425ba40ad39.java,,,,7,5,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,6,0
apolloconfig/apollo,ReleaseMessageServiceWithCacheTest_a1d45a29dec3c7e8e329a39e9936f30d140b0bce.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\ReleaseMessageServiceWithCacheTest_a1d45a29dec3c7e8e329a39e9936f30d140b0bce.java,,,,7,5,1,0,0,0,5,4,0,0,0,0,0,0,,,0,0,0,0,5,0
apolloconfig/apollo,RemoteConfigLongPollServiceTest_9e19898c6dc3e14fa1424a827ecc60519e21bd16.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\RemoteConfigLongPollServiceTest_9e19898c6dc3e14fa1424a827ecc60519e21bd16.java,,,,10,5,0,0,0,0,8,8,0,0,0,0,0,0,,,1,3,0,0,8,0
apolloconfig/apollo,RemoteConfigRepositoryTest_b00f23873bd2306df1fb7ae6d7b9b2e2230f401e.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\RemoteConfigRepositoryTest_b00f23873bd2306df1fb7ae6d7b9b2e2230f401e.java,,,,11,5,0,0,0,0,8,8,0,0,0,0,0,0,,,0,0,0,0,8,0
apolloconfig/apollo,ConfigPropertySourceTest_0e14333e1e4588ef2bf62daab1f1ef6467241732.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\ConfigPropertySourceTest_0e14333e1e4588ef2bf62daab1f1ef6467241732.java,,,,5,1,0,0,0,0,4,0,0,0,0,0,0,0,,,0,0,0,0,4,0
AuthMe/AuthMeReloaded,PlayerListenerTest_208dc05cdbd8f533451ac0c1cd6ab8ddeaa597a1.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\PlayerListenerTest_208dc05cdbd8f533451ac0c1cd6ab8ddeaa597a1.java,,,,59,1,0,0,0,0,6,0,0,0,0,0,0,0,,,0,36,0,0,51,0
aws/aws-dynamodb-encryption-java,DynamoDBEncryptorTest_3037b5f6d0ea2b1977e1e361c5bc1d521edc2a01.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\DynamoDBEncryptorTest_3037b5f6d0ea2b1977e1e361c5bc1d521edc2a01.java,,,,27,9,0,0,0,0,19,15,0,0,0,1,0,0,,,0,0,0,0,21,0
aws/aws-dynamodb-encryption-java,AttributeValueMarshallerTest_3037b5f6d0ea2b1977e1e361c5bc1d521edc2a01.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\AttributeValueMarshallerTest_3037b5f6d0ea2b1977e1e361c5bc1d521edc2a01.java,,,,29,8,0,0,0,0,2,0,0,0,0,0,0,0,,,0,0,0,0,26,0
biojava/biojava,AtomCacheTest_65ad15fe58dcedd258fee1c14505e424c8536efc.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\AtomCacheTest_65ad15fe58dcedd258fee1c14505e424c8536efc.java,,,,12,7,0,0,0,0,10,1,3,0,0,0,0,0,,,2,0,0,2,10,0
biojava/biojava,AtomPositionMapTest_65ad15fe58dcedd258fee1c14505e424c8536efc.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\AtomPositionMapTest_65ad15fe58dcedd258fee1c14505e424c8536efc.java,,,,6,1,2,0,0,0,5,0,0,0,0,0,0,0,,,4,0,0,0,5,0
biojava/biojava,TestBasePairParameters_65ad15fe58dcedd258fee1c14505e424c8536efc.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\TestBasePairParameters_65ad15fe58dcedd258fee1c14505e424c8536efc.java,,,,1,1,0,0,0,0,1,0,0,0,0,0,0,0,,,0,0,0,0,1,0
biojava/biojava,TestSubunitCluster_65ad15fe58dcedd258fee1c14505e424c8536efc.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\TestSubunitCluster_65ad15fe58dcedd258fee1c14505e424c8536efc.java,,,,9,5,0,0,0,0,3,0,0,0,0,0,0,0,,,3,0,0,0,5,0
biojava/biojava,TestSubunitExtractor_65ad15fe58dcedd258fee1c14505e424c8536efc.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\TestSubunitExtractor_65ad15fe58dcedd258fee1c14505e424c8536efc.java,,,,3,3,0,0,0,0,3,0,0,0,0,0,0,0,,,0,0,0,0,3,0
biojava/biojava,FastaAFPChainConverterTest_65ad15fe58dcedd258fee1c14505e424c8536efc.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\FastaAFPChainConverterTest_65ad15fe58dcedd258fee1c14505e424c8536efc.java,,,,8,0,1,0,0,0,5,3,1,0,0,0,0,0,,,0,0,0,1,5,0
biojava/biojava,StructureSequenceMatcherTest_65ad15fe58dcedd258fee1c14505e424c8536efc.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\StructureSequenceMatcherTest_65ad15fe58dcedd258fee1c14505e424c8536efc.java,,,,5,1,3,0,0,0,3,3,0,0,0,2,0,0,,,0,0,0,0,4,0
biojava/biojava,TestMMCIFWriting_65ad15fe58dcedd258fee1c14505e424c8536efc.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\TestMMCIFWriting_65ad15fe58dcedd258fee1c14505e424c8536efc.java,,,,8,1,0,0,0,0,3,0,0,0,0,0,0,0,,,0,3,1,0,5,0
biojava/biojava,TestSecStrucCalc_65ad15fe58dcedd258fee1c14505e424c8536efc.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\TestSecStrucCalc_65ad15fe58dcedd258fee1c14505e424c8536efc.java,,,,2,0,2,0,0,0,2,0,0,0,0,0,0,0,,,0,0,0,0,2,0
biojava/biojava,TestQuatSymmetryDetectorExamples_32e89927bcc42e55e355d867dc0f74f2a3b01e50.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\TestQuatSymmetryDetectorExamples_32e89927bcc42e55e355d867dc0f74f2a3b01e50.java,,,,10,8,1,0,0,0,9,0,0,0,0,9,0,0,,,0,0,1,0,9,0
biojava/biojava,TestAtomCache_65ad15fe58dcedd258fee1c14505e424c8536efc.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\TestAtomCache_65ad15fe58dcedd258fee1c14505e424c8536efc.java,,,,8,1,0,0,0,0,5,0,0,0,0,0,0,0,,,4,0,1,0,6,0
biojava/biojava,TestNucleotides_65ad15fe58dcedd258fee1c14505e424c8536efc.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\TestNucleotides_65ad15fe58dcedd258fee1c14505e424c8536efc.java,,,,5,3,0,0,0,0,3,0,0,1,0,1,0,0,,,0,0,0,0,3,0
biojava/biojava,TestParsingCalcium_65ad15fe58dcedd258fee1c14505e424c8536efc.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\TestParsingCalcium_65ad15fe58dcedd258fee1c14505e424c8536efc.java,,,,2,1,1,0,0,0,2,0,0,0,0,0,0,0,,,1,0,0,0,2,0
biojava/biojava,TestStructureSerialization_3d2cf18eb13a743a332ba00f4821678422ad8f94.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\TestStructureSerialization_3d2cf18eb13a743a332ba00f4821678422ad8f94.java,,,,1,1,0,0,0,0,1,0,0,0,0,1,0,0,,,0,0,0,0,1,0
bpsm/edn-java,PrinterTest_2d37e226a24245337555ad69d9f31500b33905c8.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\PrinterTest_2d37e226a24245337555ad69d9f31500b33905c8.java,,,,10,1,0,0,0,0,0,0,0,0,0,2,0,0,,,0,0,0,0,9,0
braintree/braintree_java,RequestBuilderTest_466c2d97ca33b8d25a166bf1a1753209e1e731b1.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\RequestBuilderTest_466c2d97ca33b8d25a166bf1a1753209e1e731b1.java,,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,3,0
castle/castle-java,CastleContextTest_a5e9ef94b46b4ba6accf630c5d50ed53dc86183f.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\CastleContextTest_a5e9ef94b46b4ba6accf630c5d50ed53dc86183f.java,,,,6,1,0,0,0,0,3,0,0,0,0,2,0,0,,,0,0,0,0,6,0
castle/castle-java,CastleDeviceTest_a5e9ef94b46b4ba6accf630c5d50ed53dc86183f.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\CastleDeviceTest_a5e9ef94b46b4ba6accf630c5d50ed53dc86183f.java,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,2,0
castle/castle-java,CastleMessageTest_a5e9ef94b46b4ba6accf630c5d50ed53dc86183f.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\CastleMessageTest_a5e9ef94b46b4ba6accf630c5d50ed53dc86183f.java,,,,6,2,0,0,0,0,0,0,0,0,0,0,0,0,,,1,0,0,0,6,0
castle/castle-java,CastleUserAddressTest_a5e9ef94b46b4ba6accf630c5d50ed53dc86183f.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\CastleUserAddressTest_a5e9ef94b46b4ba6accf630c5d50ed53dc86183f.java,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,1,0
castle/castle-java,CastleUserDeviceContextTest_a5e9ef94b46b4ba6accf630c5d50ed53dc86183f.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\CastleUserDeviceContextTest_a5e9ef94b46b4ba6accf630c5d50ed53dc86183f.java,,,,2,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,2,0
castle/castle-java,CastleUserDevicesTest_a5e9ef94b46b4ba6accf630c5d50ed53dc86183f.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\CastleUserDevicesTest_a5e9ef94b46b4ba6accf630c5d50ed53dc86183f.java,,,,2,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,2,0
castle/castle-java,CastleUserDeviceTest_a5e9ef94b46b4ba6accf630c5d50ed53dc86183f.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\CastleUserDeviceTest_a5e9ef94b46b4ba6accf630c5d50ed53dc86183f.java,,,,2,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,2,0
castle/castle-java,CastleUserTest_a5e9ef94b46b4ba6accf630c5d50ed53dc86183f.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\CastleUserTest_a5e9ef94b46b4ba6accf630c5d50ed53dc86183f.java,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,1,0
castle/castle-java,DeviceUserAgentTest_a5e9ef94b46b4ba6accf630c5d50ed53dc86183f.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\DeviceUserAgentTest_a5e9ef94b46b4ba6accf630c5d50ed53dc86183f.java,,,,2,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,2,0
cerner/common-kafka,ProcessingKafkaConsumerTest_ff73afc1489d1b40f471cbb8def59af17eb3cbdb.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\ProcessingKafkaConsumerTest_ff73afc1489d1b40f471cbb8def59af17eb3cbdb.java,,,,62,22,1,0,0,0,10,57,0,0,0,0,0,5,,,5,0,0,0,57,0
classgraph/classgraph,JSONSerializationTest_bd4a7f4b59a85989feba6b9a7b3b9b98198d512e.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\JSONSerializationTest_bd4a7f4b59a85989feba6b9a7b3b9b98198d512e.java,,,,2,1,0,0,0,0,0,0,0,0,0,0,0,0,,,1,0,0,0,2,0
ConsenSys/tessera,DiscoveryFactoryTest_51502895e423a09fce2cd2b3de8050537e1f8cf7.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\DiscoveryFactoryTest_51502895e423a09fce2cd2b3de8050537e1f8cf7.java,,,,6,0,0,0,0,0,0,1,0,0,0,0,0,0,,,0,1,0,0,4,0
ConsenSys/tessera,AtomicLongSequenceTest_1fa3edd5d04b7c61443705cff8b5bfa602f3513b.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\AtomicLongSequenceTest_1fa3edd5d04b7c61443705cff8b5bfa602f3513b.java,,,,7,1,0,0,0,0,2,4,0,0,0,0,0,0,,,0,0,0,0,5,0
